"IndivYr","AnimalID","VI95","VI50","Dist","MigStatus","MigRank","Date","AvgDE","DEclass","AvgGHerb","AvgGShrub","AvgGForage","IFBF","preg_pspb","LactStatus","girthmass","adjmass","Age","HRarea"
"140040-14",140040,0.0491327025579299,0,7240.57976700453,"Intermediate",41,2014-08-14,2.54411283465668,"Marginal",3.86948503242403,81.979717310547,85.849202342971,6.223059964,1,"Yes",240.629546,173.8743028,8,43.536570678112
"140040-14",140040,0.0491327025579299,0,7240.57976700453,"Intermediate",41,2014-08-15,2.42851814416333,"Marginal",1.53186187105868,146.424635907747,147.956497778806,6.223059964,1,"Yes",240.629546,173.8743028,8,43.536570678112
"140040-14",140040,0.0491327025579299,0,7240.57976700453,"Intermediate",41,2014-08-16,2.53326270710661,"Marginal",3.07196508930914,222.641712717175,225.713677806484,6.223059964,1,"Yes",240.629546,173.8743028,8,43.536570678112
"140040-14",140040,0.0491327025579299,0,7240.57976700453,"Intermediate",41,2014-08-17,2.57050751627458,"Marginal",4.71303309819305,153.144901887084,157.857934985277,6.223059964,1,"Yes",240.629546,173.8743028,8,43.536570678112
"140040-14",140040,0.0491327025579299,0,7240.57976700453,"Intermediate",41,2014-08-18,2.42971477226762,"Marginal",3.88602052758596,218.146240157832,222.032260685418,6.223059964,1,"Yes",240.629546,173.8743028,8,43.536570678112
"140040-14",140040,0.0491327025579299,0,7240.57976700453,"Intermediate",41,2014-08-19,2.47621218612511,"Marginal",2.19676411376563,204.762924636034,206.9596887498,6.223059964,1,"Yes",240.629546,173.8743028,8,43.536570678112
"140040-14",140040,0.0491327025579299,0,7240.57976700453,"Intermediate",41,2014-08-20,2.46913053741679,"Marginal",2.24764032382647,180.347646662642,182.595286986468,6.223059964,1,"Yes",240.629546,173.8743028,8,43.536570678112
"140040-14",140040,0.0491327025579299,0,7240.57976700453,"Intermediate",41,2014-08-21,2.50087406618796,"Marginal",2.05012571990218,277.250316537331,279.300442257233,6.223059964,1,"Yes",240.629546,173.8743028,8,43.536570678112
"140040-14",140040,0.0491327025579299,0,7240.57976700453,"Intermediate",41,2014-08-22,2.58939429216946,"Marginal",2.94241945272918,112.757850667962,115.700270120691,6.223059964,1,"Yes",240.629546,173.8743028,8,43.536570678112
"140040-14",140040,0.0491327025579299,0,7240.57976700453,"Intermediate",41,2014-08-23,2.66737787970632,"Marginal",9.04555581811091,104.387835624345,113.433391442456,6.223059964,1,"Yes",240.629546,173.8743028,8,43.536570678112
"140040-14",140040,0.0491327025579299,0,7240.57976700453,"Intermediate",41,2014-08-24,2.72548392516738,"Marginal",17.0739955223367,89.6513485601895,106.725344082526,6.223059964,1,"Yes",240.629546,173.8743028,8,43.536570678112
"140040-14",140040,0.0491327025579299,0,7240.57976700453,"Intermediate",41,2014-08-25,2.75878593091431,"Good",12.5226368631031,46.686685772949,59.2093226360521,6.223059964,1,"Yes",240.629546,173.8743028,8,43.536570678112
"140040-14",140040,0.0491327025579299,0,7240.57976700453,"Intermediate",41,2014-08-26,2.60587117462969,"Marginal",7.64231938386865,97.0974624937051,104.739781877574,6.223059964,1,"Yes",240.629546,173.8743028,8,43.536570678112
"140040-14",140040,0.0491327025579299,0,7240.57976700453,"Intermediate",41,2014-08-27,2.64212761029014,"Marginal",4.85800109514517,176.219258888368,181.077259983513,6.223059964,1,"Yes",240.629546,173.8743028,8,43.536570678112
"140040-14",140040,0.0491327025579299,0,7240.57976700453,"Intermediate",41,2014-08-28,2.48015689721739,"Marginal",3.4382316711985,284.721927313977,288.160158985175,6.223059964,1,"Yes",240.629546,173.8743028,8,43.536570678112
