"IndivYr","Date","AvgDE","DEclass"
"140710-14",2014-08-09,2.87242044161193,"Good"
"140710-14",2014-08-10,2.87170968305786,"Good"
"140710-14",2014-08-11,2.7134534040488,"Marginal"
"140710-14",2014-08-12,2.77909619030453,"Good"
"140710-14",2014-08-13,2.79088960978662,"Good"
"140710-14",2014-08-14,2.93532858676012,"Excellent"
"140710-14",2014-08-15,2.92013152223547,"Excellent"
"140710-14",2014-08-16,2.83593285742358,"Good"
"140710-14",2014-08-17,2.93972198996454,"Excellent"
"140710-14",2014-08-18,2.86612533596924,"Good"
"140710-14",2014-08-19,2.87909166493251,"Good"
"140710-14",2014-08-20,2.89367242772124,"Good"
"140710-14",2014-08-21,2.934160142629,"Excellent"
"140710-14",2014-08-22,2.88335008870001,"Good"
"140710-14",2014-08-23,2.79993050116484,"Good"
"140710-14",2014-08-24,2.89853262284525,"Good"
"140710-14",2014-08-25,2.9525595178581,"Excellent"
"140710-14",2014-08-26,2.87318465393316,"Good"
"140710-14",2014-08-27,2.97315704632699,"Excellent"
"140710-14",2014-08-28,2.9071034363053,"Excellent"
"140710-14",2014-08-29,2.90356924577377,"Excellent"
"140710-14",2014-08-30,2.94846122371324,"Excellent"
"140710-14",2014-08-31,2.93094994915705,"Excellent"
"140800-14",2014-07-15,2.6025787382617,"Marginal"
"140800-14",2014-07-16,2.58371416279397,"Marginal"
"140800-14",2014-07-17,2.57414877431323,"Marginal"
"140800-14",2014-07-18,2.79276833963514,"Good"
"140800-14",2014-07-19,2.61018818641501,"Marginal"
"140800-14",2014-07-20,2.65300928258471,"Marginal"
"140800-14",2014-07-21,2.5863654496148,"Marginal"
"140800-14",2014-07-22,2.57300613211408,"Marginal"
"140800-14",2014-07-23,2.60600647187191,"Marginal"
"140800-14",2014-07-24,2.84633494860235,"Good"
"140800-14",2014-07-25,2.82274458017303,"Good"
"140800-14",2014-07-26,2.69176546688408,"Marginal"
"140800-14",2014-07-27,2.64557434083077,"Marginal"
"140800-14",2014-07-28,2.6901522981872,"Marginal"
"140800-14",2014-07-29,2.68847524142963,"Marginal"
"140800-14",2014-07-30,2.64936276330163,"Marginal"
"140800-14",2014-07-31,2.78623813405987,"Good"
"140800-14",2014-08-01,2.80912724429726,"Good"
"140800-14",2014-08-02,2.62165506589163,"Marginal"
"140800-14",2014-08-03,2.60354769336901,"Marginal"
"140800-14",2014-08-04,2.65384130398376,"Marginal"
"140800-14",2014-08-05,2.6418331248965,"Marginal"
"140800-14",2014-08-06,2.84184737693095,"Good"
"140800-14",2014-08-07,2.71516835835678,"Marginal"
"140800-14",2014-08-08,2.56177271288012,"Marginal"
"140800-14",2014-08-09,2.76929175868937,"Good"
"140800-14",2014-08-10,2.77710914698973,"Good"
"140800-14",2014-08-11,2.62927650933946,"Marginal"
"140800-14",2014-08-12,2.59872927871031,"Marginal"
"140800-14",2014-08-13,2.57074715731758,"Marginal"
"140800-14",2014-08-14,2.53245090444928,"Marginal"
"140800-14",2014-08-15,2.62520124289476,"Marginal"
"140800-14",2014-08-16,2.61607135871081,"Marginal"
"140800-14",2014-08-17,2.59136458744923,"Marginal"
"140800-14",2014-08-18,2.47227006735588,"Marginal"
"140800-14",2014-08-19,2.62269591096044,"Marginal"
"140800-14",2014-08-20,2.54830560728732,"Marginal"
"140800-14",2014-08-21,2.61798859772824,"Marginal"
"140800-14",2014-08-22,2.65932188039711,"Marginal"
"140800-14",2014-08-23,2.58927383207338,"Marginal"
"140800-14",2014-08-24,2.64468345972773,"Marginal"
"140800-14",2014-08-25,2.60858038041618,"Marginal"
"140800-14",2014-08-26,2.55832980498558,"Marginal"
"140800-14",2014-08-27,2.60687425122217,"Marginal"
"140800-14",2014-08-28,2.74272472589391,"Marginal"
"140800-14",2014-08-29,2.57773615886099,"Marginal"
"140800-14",2014-08-30,2.55308412936957,"Marginal"
"140800-14",2014-08-31,2.52945129414216,"Marginal"
"140850-14",2014-07-15,2.62812511824387,"Marginal"
"140850-14",2014-07-16,2.78008430111478,"Good"
"140850-14",2014-07-17,2.6672606044913,"Marginal"
"140850-14",2014-07-18,2.70150080814044,"Marginal"
"140850-14",2014-07-19,2.60806700962236,"Marginal"
"140850-14",2014-07-20,2.88259631059859,"Good"
"140850-14",2014-07-21,2.88282250486968,"Good"
"140850-14",2014-07-22,2.78556229071887,"Good"
"140850-14",2014-07-23,2.81427622562302,"Good"
"140850-14",2014-07-24,2.89578665123795,"Good"
"140850-14",2014-07-25,2.85570116264972,"Good"
"140850-14",2014-07-26,2.68328158824924,"Marginal"
"140850-14",2014-07-27,2.63039353674708,"Marginal"
"140850-14",2014-07-28,2.67570153432823,"Marginal"
"140850-14",2014-07-29,2.62568797766513,"Marginal"
"140850-14",2014-07-30,2.59281549508932,"Marginal"
"140850-14",2014-07-31,2.32333612676525,"Poor"
"140850-14",2014-08-01,2.47746025474869,"Marginal"
"140850-14",2014-08-02,2.47767011698614,"Marginal"
"140850-14",2014-08-03,2.56431389268172,"Marginal"
"140850-14",2014-08-04,2.55426966182924,"Marginal"
"140850-14",2014-08-05,2.53334467200335,"Marginal"
"140850-14",2014-08-06,2.52212287031548,"Marginal"
"140850-14",2014-08-07,2.5343672396428,"Marginal"
"140850-14",2014-08-08,2.51827373313788,"Marginal"
"140850-14",2014-08-09,2.53876257138958,"Marginal"
"140850-14",2014-08-10,2.56528064748133,"Marginal"
"140850-14",2014-08-11,2.59763130129158,"Marginal"
"140850-14",2014-08-12,2.52382975551046,"Marginal"
"140850-14",2014-08-13,2.51311861192247,"Marginal"
"140850-14",2014-08-14,2.6352830727009,"Marginal"
"140850-14",2014-08-15,2.62782275313558,"Marginal"
"140850-14",2014-08-16,2.53324910987487,"Marginal"
"140850-14",2014-08-17,2.52201719102242,"Marginal"
"140850-14",2014-08-18,2.51406669775521,"Marginal"
"140850-14",2014-08-19,2.47446740442836,"Marginal"
"140850-14",2014-08-20,2.42144311813572,"Marginal"
"140850-14",2014-08-21,2.43784723080573,"Marginal"
"140850-14",2014-08-22,2.41796062717819,"Marginal"
"140850-14",2014-08-23,2.46726968802568,"Marginal"
"140850-14",2014-08-24,2.46207030830081,"Marginal"
"140850-14",2014-08-25,2.69942895221242,"Marginal"
"140850-14",2014-08-26,2.47655909084013,"Marginal"
"140850-14",2014-08-27,2.37074248393254,"Poor"
"140850-14",2014-08-28,2.43982139262865,"Marginal"
"140850-14",2014-08-29,2.45191494709128,"Marginal"
"140850-14",2014-08-30,2.50721546499318,"Marginal"
"140850-14",2014-08-31,2.39641118418551,"Poor"
"140890-14",2014-07-15,2.72817796660507,"Marginal"
"140890-14",2014-07-16,2.80998963588472,"Good"
"140890-14",2014-07-17,2.7500384128248,"Good"
"140890-14",2014-07-18,2.84765878553314,"Good"
"140890-14",2014-07-19,2.88111097891709,"Good"
"140890-14",2014-07-20,2.77854933865477,"Good"
"140890-14",2014-07-21,2.92153621861797,"Excellent"
"140890-14",2014-07-22,2.9021418957599,"Excellent"
"140890-14",2014-07-23,2.91965165615209,"Excellent"
"140890-14",2014-07-24,2.90273684669959,"Excellent"
"140890-14",2014-07-25,2.94053020213562,"Excellent"
"140890-14",2014-07-26,2.88577683667226,"Good"
"140890-14",2014-07-27,2.71106106607274,"Marginal"
"140890-14",2014-07-28,2.74484970764105,"Marginal"
"140890-14",2014-07-29,2.4688010758683,"Marginal"
"140890-14",2014-07-30,2.42611178707803,"Marginal"
"140890-14",2014-07-31,2.40873778380692,"Marginal"
"140890-14",2014-08-01,2.54022253359447,"Marginal"
"140890-14",2014-08-02,2.56367551484033,"Marginal"
"140890-14",2014-08-03,2.61552828240112,"Marginal"
"140890-14",2014-08-04,2.69662829847249,"Marginal"
"140890-14",2014-08-05,2.55672494384068,"Marginal"
"140890-14",2014-08-06,2.62089445079228,"Marginal"
"140890-14",2014-08-07,2.54910045354545,"Marginal"
"140890-14",2014-08-08,2.62456418807533,"Marginal"
"140890-14",2014-08-09,2.78668967173409,"Good"
"140890-14",2014-08-10,2.51133257886743,"Marginal"
"140890-14",2014-08-11,2.53941353850158,"Marginal"
"140890-14",2014-08-12,2.62823271537843,"Marginal"
"140890-14",2014-08-13,2.52667206299453,"Marginal"
"140890-14",2014-08-14,2.60609882694187,"Marginal"
"140890-14",2014-08-15,2.65678649071005,"Marginal"
"140890-14",2014-08-16,2.64229109012861,"Marginal"
"140890-14",2014-08-17,2.5981472846671,"Marginal"
"140890-14",2014-08-18,2.69526013429208,"Marginal"
"140890-14",2014-08-19,2.61466828696301,"Marginal"
"140890-14",2014-08-20,2.57163964304035,"Marginal"
"140890-14",2014-08-21,2.60930653765075,"Marginal"
"140890-14",2014-08-22,2.61128865183011,"Marginal"
"140890-14",2014-08-23,2.61408469362595,"Marginal"
"140890-14",2014-08-24,2.57381380580109,"Marginal"
"140890-14",2014-08-25,2.65362107688537,"Marginal"
"140890-14",2014-08-26,2.6302874634539,"Marginal"
"140890-14",2014-08-27,2.65121156829927,"Marginal"
"140890-14",2014-08-28,2.7288506394861,"Marginal"
"140890-14",2014-08-29,2.57745529755633,"Marginal"
"140890-14",2014-08-30,2.67490630025585,"Marginal"
"140890-14",2014-08-31,2.61191733089177,"Marginal"
"140900-14",2014-07-15,2.52265123937299,"Marginal"
"140900-14",2014-07-16,2.5495683558294,"Marginal"
"140900-14",2014-07-17,2.82302344687663,"Good"
"140900-14",2014-07-18,2.88138661123018,"Good"
"140900-14",2014-07-19,2.86460930535749,"Good"
"140900-14",2014-07-20,2.80740510788766,"Good"
"140900-14",2014-07-21,2.88110828334732,"Good"
"140900-14",2014-07-22,2.90087326688973,"Excellent"
"140900-14",2014-07-23,2.91011262988625,"Excellent"
"140900-14",2014-07-24,2.93578348296105,"Excellent"
"140900-14",2014-07-25,2.95976263283592,"Excellent"
"140900-14",2014-07-26,2.87926854333401,"Good"
"140900-14",2014-07-27,2.73092388785997,"Marginal"
"140900-14",2014-07-28,2.73536806877382,"Marginal"
"140900-14",2014-07-29,2.96250482345741,"Excellent"
"140900-14",2014-07-30,2.89170404166656,"Good"
"140900-14",2014-07-31,2.91017308812348,"Excellent"
"140900-14",2014-08-01,2.86211289862565,"Good"
"140900-14",2014-08-02,2.87132799491968,"Good"
"140900-14",2014-08-03,2.94379323049857,"Excellent"
"140900-14",2014-08-04,2.90708929725215,"Excellent"
"140900-14",2014-08-05,2.89687456574402,"Good"
"140900-14",2014-08-06,2.9250504649237,"Excellent"
"140900-14",2014-08-07,2.9242694047554,"Excellent"
"140900-14",2014-08-08,2.91532036600454,"Excellent"
"140900-14",2014-08-09,2.86136253108963,"Good"
"140900-14",2014-08-10,2.85818916222264,"Good"
"140900-14",2014-08-11,2.87825529240146,"Good"
"140900-14",2014-08-12,2.8079316789973,"Good"
"140900-14",2014-08-13,2.85813189609358,"Good"
"140900-14",2014-08-14,2.82463849785549,"Good"
"140900-14",2014-08-15,2.95949277453309,"Excellent"
"140900-14",2014-08-16,2.91154597649876,"Excellent"
"140900-14",2014-08-17,2.91918528222723,"Excellent"
"140900-14",2014-08-18,2.93271706784706,"Excellent"
"140900-14",2014-08-19,2.96406882673592,"Excellent"
"140900-14",2014-08-20,2.84805228063168,"Good"
"140900-14",2014-08-21,2.90925581774939,"Excellent"
"140900-14",2014-08-22,2.91312426320909,"Excellent"
"140900-14",2014-08-23,2.85701119373655,"Good"
"140900-14",2014-08-24,2.87412616706299,"Good"
"140900-14",2014-08-25,2.82773429541963,"Good"
"140900-14",2014-08-26,2.8119164862934,"Good"
"140900-14",2014-08-27,2.74865565764528,"Marginal"
"140900-14",2014-08-28,2.78016334650351,"Good"
"140900-14",2014-08-29,2.9492461675947,"Excellent"
"140900-14",2014-08-30,2.84531691593755,"Good"
"140900-14",2014-08-31,2.90363183117053,"Excellent"
"140910-14",2014-07-15,2.61118189879527,"Marginal"
"140910-14",2014-07-16,2.81808870296145,"Good"
"140910-14",2014-07-17,2.66414562227809,"Marginal"
"140910-14",2014-07-18,2.62680883852009,"Marginal"
"140910-14",2014-07-19,2.72101588814278,"Marginal"
"140910-14",2014-07-20,2.62846260428111,"Marginal"
"140910-14",2014-07-21,2.66161332873846,"Marginal"
"140910-14",2014-07-22,2.67751482581544,"Marginal"
"140910-14",2014-07-23,2.75218635754192,"Good"
"140910-14",2014-07-24,2.76149701469556,"Good"
"140910-14",2014-07-25,2.755053687675,"Good"
"140910-14",2014-07-26,2.64836553292553,"Marginal"
"140910-14",2014-07-27,2.59305591267383,"Marginal"
"140910-14",2014-07-28,2.68235101902865,"Marginal"
"140910-14",2014-07-29,2.59275352823897,"Marginal"
"140910-14",2014-07-30,2.57904535149321,"Marginal"
"140910-14",2014-07-31,2.66471469177655,"Marginal"
"140910-14",2014-08-01,2.61365816835493,"Marginal"
"140910-14",2014-08-02,2.67515280768618,"Marginal"
"140910-14",2014-08-03,2.60236197729949,"Marginal"
"140910-14",2014-08-04,2.39972554898546,"Poor"
"140910-14",2014-08-05,2.31543746230649,"Poor"
"140910-14",2014-08-06,2.48172783175394,"Marginal"
"140910-14",2014-08-07,2.5805684900102,"Marginal"
"140910-14",2014-08-08,2.55284315517026,"Marginal"
"140910-14",2014-08-09,2.51501900283803,"Marginal"
"140910-14",2014-08-10,2.52915819541581,"Marginal"
"140910-14",2014-08-11,2.68448019173793,"Marginal"
"140910-14",2014-08-12,2.65040300096566,"Marginal"
"140910-14",2014-08-13,2.57281353663463,"Marginal"
"140910-14",2014-08-14,2.62225544904806,"Marginal"
"140910-14",2014-08-15,2.59405828629173,"Marginal"
"140910-14",2014-08-16,2.54393729590357,"Marginal"
"140910-14",2014-08-17,2.50160841346599,"Marginal"
"140910-14",2014-08-18,2.59464784910645,"Marginal"
"140910-14",2014-08-19,2.48717108614079,"Marginal"
"140910-14",2014-08-20,2.4078058512904,"Marginal"
"140910-14",2014-08-21,2.56133592867063,"Marginal"
"140910-14",2014-08-22,2.49505733906444,"Marginal"
"140910-14",2014-08-23,2.58006148568121,"Marginal"
"140910-14",2014-08-24,2.68847863215344,"Marginal"
"140910-14",2014-08-25,2.80554524501746,"Good"
"140910-14",2014-08-26,2.69071712770622,"Marginal"
"140910-14",2014-08-27,2.50407869688424,"Marginal"
"140910-14",2014-08-28,2.43313158482362,"Marginal"
"140910-14",2014-08-29,2.58034389965232,"Marginal"
"140910-14",2014-08-30,2.57119689023814,"Marginal"
"140910-14",2014-08-31,2.65261393213549,"Marginal"
"140920-14",2014-07-15,2.44871701316861,"Marginal"
"140920-14",2014-07-16,2.67780941048792,"Marginal"
"140920-14",2014-07-17,2.73669137957423,"Marginal"
"140920-14",2014-07-18,2.70698417872865,"Marginal"
"140920-14",2014-07-19,2.60653419899874,"Marginal"
"140920-14",2014-07-20,2.54858701761966,"Marginal"
"140920-14",2014-07-21,2.56592042938138,"Marginal"
"140920-14",2014-07-22,2.56924659461655,"Marginal"
"140920-14",2014-07-23,2.54729036798371,"Marginal"
"140920-14",2014-07-24,2.54462043426651,"Marginal"
"140920-14",2014-07-25,2.56236537850292,"Marginal"
"140920-14",2014-07-26,2.67851298898296,"Marginal"
"140920-14",2014-07-27,2.850153336686,"Good"
"140920-14",2014-07-28,2.86000708938293,"Good"
"140920-14",2014-07-29,2.83435519676946,"Good"
"140920-14",2014-07-30,2.82923111932932,"Good"
"140920-14",2014-07-31,2.87906290027923,"Good"
"140920-14",2014-08-01,2.83855995839936,"Good"
"140920-14",2014-08-02,2.85361265835876,"Good"
"140920-14",2014-08-03,2.83668624752999,"Good"
"140920-14",2014-08-04,2.86909871090376,"Good"
"140920-14",2014-08-05,2.79279779989928,"Good"
"140920-14",2014-08-06,2.8703327353148,"Good"
"140920-14",2014-08-07,2.82970192127745,"Good"
"140920-14",2014-08-08,2.7014573906532,"Marginal"
"140920-14",2014-08-09,2.69822154252629,"Marginal"
"140920-14",2014-08-10,2.80743141622823,"Good"
"140920-14",2014-08-11,2.74840476351463,"Marginal"
"140920-14",2014-08-12,2.53504166979059,"Marginal"
"140920-14",2014-08-13,2.65794364792949,"Marginal"
"140920-14",2014-08-14,2.58129964405968,"Marginal"
"140920-14",2014-08-15,2.67677944533627,"Marginal"
"140920-14",2014-08-16,2.6721228923088,"Marginal"
"140920-14",2014-08-17,2.76304936589139,"Good"
"140920-14",2014-08-18,2.76696122247874,"Good"
"140920-14",2014-08-19,2.76908639987011,"Good"
"140920-14",2014-08-20,2.66060958691369,"Marginal"
"140920-14",2014-08-21,2.68879205046844,"Marginal"
"140920-14",2014-08-22,2.65565736023354,"Marginal"
"140920-14",2014-08-23,2.75956192371321,"Good"
"140920-14",2014-08-24,2.75836872430148,"Good"
"140920-14",2014-08-25,2.75042882108965,"Good"
"140920-14",2014-08-26,2.73093234630742,"Marginal"
"140920-14",2014-08-27,2.59158595108386,"Marginal"
"140920-14",2014-08-28,2.60574274480298,"Marginal"
"140920-14",2014-08-29,2.62121196738146,"Marginal"
"140920-14",2014-08-30,2.64537902218281,"Marginal"
"140920-14",2014-08-31,2.70722381598102,"Marginal"
"140940-14",2014-07-15,2.86106866167159,"Good"
"140940-14",2014-07-16,2.84047870542536,"Good"
"140940-14",2014-07-17,2.85561455405488,"Good"
"140940-14",2014-07-18,2.86563890618058,"Good"
"140940-14",2014-07-19,2.8671531708476,"Good"
"140940-14",2014-07-20,2.800531014056,"Good"
"140940-14",2014-07-21,2.76619277569446,"Good"
"140940-14",2014-07-22,2.8210315006775,"Good"
"140940-14",2014-07-23,2.63000911970478,"Marginal"
"140940-14",2014-07-24,2.47941701858481,"Marginal"
"140940-14",2014-07-25,2.52058639460629,"Marginal"
"140940-14",2014-07-26,2.67972231359042,"Marginal"
"140940-14",2014-07-27,2.59199622792557,"Marginal"
"140940-14",2014-07-28,2.63318472519761,"Marginal"
"140940-14",2014-07-29,2.62385706796006,"Marginal"
"140940-14",2014-07-30,2.72629905040588,"Marginal"
"140940-14",2014-07-31,2.64211731515819,"Marginal"
"140940-14",2014-08-01,2.58481060392005,"Marginal"
"140940-14",2014-08-02,2.57953680732571,"Marginal"
"140940-14",2014-08-03,2.6235259248121,"Marginal"
"140940-14",2014-08-04,2.70550204416254,"Marginal"
"140940-14",2014-08-05,2.59922331883053,"Marginal"
"140940-14",2014-08-06,2.59276543133036,"Marginal"
"140940-14",2014-08-07,2.54810388746369,"Marginal"
"140940-14",2014-08-08,2.63806548882183,"Marginal"
"140940-14",2014-08-09,2.78077317380903,"Good"
"140940-14",2014-08-10,2.50784630515759,"Marginal"
"140940-14",2014-08-11,2.5409016095316,"Marginal"
"140940-14",2014-08-12,2.65284729848074,"Marginal"
"140940-14",2014-08-13,2.63047354343498,"Marginal"
"140940-14",2014-08-14,2.64111567170818,"Marginal"
"140940-14",2014-08-15,2.68662691501908,"Marginal"
"140940-14",2014-08-16,2.65507836687546,"Marginal"
"140940-14",2014-08-17,2.59615838495648,"Marginal"
"140940-14",2014-08-18,2.52871781908225,"Marginal"
"140940-14",2014-08-19,2.90150226382738,"Excellent"
"140940-14",2014-08-20,2.86986858766018,"Good"
"140940-14",2014-08-21,2.83308219719862,"Good"
"140940-14",2014-08-22,2.92491999871892,"Excellent"
"140940-14",2014-08-23,2.87098450071133,"Good"
"140940-14",2014-08-24,2.88762063969215,"Good"
"140940-14",2014-08-25,2.93719745231262,"Excellent"
"140940-14",2014-08-26,2.93199390428835,"Excellent"
"140940-14",2014-08-27,2.92478140601812,"Excellent"
"140940-14",2014-08-28,2.97424486484813,"Excellent"
"140940-14",2014-08-29,3.02271861455641,"Excellent"
"140940-14",2014-08-30,2.99085002548994,"Excellent"
"140940-14",2014-08-31,2.99819482507797,"Excellent"
"140960-14",2014-07-15,2.70694589053553,"Marginal"
"140960-14",2014-07-16,2.62092395459102,"Marginal"
"140960-14",2014-07-17,2.46656029576252,"Marginal"
"140960-14",2014-07-18,2.5068796879193,"Marginal"
"140960-14",2014-07-19,2.57993599959418,"Marginal"
"140960-14",2014-07-20,2.46694823952137,"Marginal"
"140960-14",2014-07-21,2.57694415578198,"Marginal"
"140960-14",2014-07-22,2.42443144497303,"Marginal"
"140960-14",2014-07-23,2.51464334302523,"Marginal"
"140960-14",2014-07-24,2.54141425200169,"Marginal"
"140960-14",2014-07-25,2.53105870902519,"Marginal"
"140960-14",2014-07-26,2.54896467967404,"Marginal"
"140960-14",2014-07-27,2.67504725253155,"Marginal"
"140960-14",2014-07-28,2.70233882420164,"Marginal"
"140960-14",2014-07-29,2.54683704166729,"Marginal"
"140960-14",2014-07-30,2.57140618695157,"Marginal"
"140960-14",2014-07-31,2.54152992317701,"Marginal"
"140960-14",2014-08-01,2.65333248555456,"Marginal"
"140960-14",2014-08-02,2.92938551187648,"Excellent"
"140960-14",2014-08-03,2.97060182936743,"Excellent"
"140960-14",2014-08-04,2.9996841642576,"Excellent"
"140960-14",2014-08-05,2.91461167769728,"Excellent"
"140960-14",2014-08-06,2.79727950526538,"Good"
"140960-14",2014-08-07,2.77428055660547,"Good"
"140960-14",2014-08-08,2.85223379816242,"Good"
"140960-14",2014-08-09,2.88243024399736,"Good"
"140960-14",2014-08-10,2.82594484958825,"Good"
"140960-14",2014-08-11,2.84533665859127,"Good"
"140960-14",2014-08-12,2.86284104254758,"Good"
"140960-14",2014-08-13,2.67521628892329,"Marginal"
"140960-14",2014-08-14,2.65509792729355,"Marginal"
"140960-14",2014-08-15,2.7734238433802,"Good"
"140960-14",2014-08-16,2.77920254989933,"Good"
"140960-14",2014-08-17,2.84466564023336,"Good"
"140960-14",2014-08-18,2.87145340466778,"Good"
"140960-14",2014-08-19,2.90632221571785,"Excellent"
"140960-14",2014-08-20,2.85802585753649,"Good"
"140960-14",2014-08-21,2.99027020928539,"Excellent"
"140960-14",2014-08-22,2.85340355528662,"Good"
"140960-14",2014-08-23,2.87874270717948,"Good"
"140960-14",2014-08-24,2.84441466469765,"Good"
"140960-14",2014-08-25,2.91947263577386,"Excellent"
"140960-14",2014-08-26,2.88624187491591,"Good"
"140960-14",2014-08-27,2.89231814376468,"Good"
"140960-14",2014-08-28,2.83749414514489,"Good"
"140960-14",2014-08-29,2.95753970367,"Excellent"
"140960-14",2014-08-30,3.01975387789109,"Excellent"
"140960-14",2014-08-31,2.91874942462479,"Excellent"
"140980-14",2014-07-15,2.41095373755825,"Marginal"
"140980-14",2014-07-16,2.54274847453196,"Marginal"
"140980-14",2014-07-17,2.44654919182365,"Marginal"
"140980-14",2014-07-18,2.60065053016456,"Marginal"
"140980-14",2014-07-19,2.61397465414806,"Marginal"
"140980-14",2014-07-20,2.52374717204023,"Marginal"
"140980-14",2014-07-21,2.4264989955268,"Marginal"
"140980-14",2014-07-22,2.56806060950892,"Marginal"
"140980-14",2014-07-23,2.48375090047741,"Marginal"
"140980-14",2014-07-24,2.55748130936388,"Marginal"
"140980-14",2014-07-25,2.56198441170885,"Marginal"
"140980-14",2014-07-26,2.654220910058,"Marginal"
"140980-14",2014-07-27,2.56495559831563,"Marginal"
"140980-14",2014-07-28,2.65254775642303,"Marginal"
"140980-14",2014-07-29,2.6400949523715,"Marginal"
"140980-14",2014-07-30,2.60796433734718,"Marginal"
"140980-14",2014-07-31,2.65438110764048,"Marginal"
"140980-14",2014-08-01,2.6444072168296,"Marginal"
"140980-14",2014-08-02,2.67588433018605,"Marginal"
"140980-14",2014-08-03,2.53915344599735,"Marginal"
"140980-14",2014-08-04,2.61665857893857,"Marginal"
"140980-14",2014-08-05,2.69094272412221,"Marginal"
"140980-14",2014-08-06,2.64729338880614,"Marginal"
"140980-14",2014-08-07,2.65659124934414,"Marginal"
"140980-14",2014-08-08,2.64553112106576,"Marginal"
"140980-14",2014-08-09,2.66610449513214,"Marginal"
"140980-14",2014-08-10,2.66380075211243,"Marginal"
"140980-14",2014-08-11,2.63451963217637,"Marginal"
"140980-14",2014-08-12,2.6368850117692,"Marginal"
"140980-14",2014-08-13,2.6250054443795,"Marginal"
"140980-14",2014-08-14,2.77800977973641,"Good"
"140980-14",2014-08-15,2.86402287212835,"Good"
"140980-14",2014-08-16,2.76620002051093,"Good"
"140980-14",2014-08-17,2.80150196742136,"Good"
"140980-14",2014-08-18,2.65927050194387,"Marginal"
"140980-14",2014-08-19,2.59358305106461,"Marginal"
"140980-14",2014-08-20,2.65032032602234,"Marginal"
"140980-14",2014-08-21,2.63167838137799,"Marginal"
"140980-14",2014-08-22,2.6439868564962,"Marginal"
"140980-14",2014-08-23,2.67544390478576,"Marginal"
"140980-14",2014-08-24,2.69242336841533,"Marginal"
"140980-14",2014-08-25,2.66448323206175,"Marginal"
"140980-14",2014-08-26,2.6408665188014,"Marginal"
"140980-14",2014-08-27,2.66631906769827,"Marginal"
"140980-14",2014-08-28,2.58435196423847,"Marginal"
"140980-14",2014-08-29,2.62734226389356,"Marginal"
"140980-14",2014-08-30,2.40253079828186,"Marginal"
"140980-14",2014-08-31,2.34337991244416,"Poor"
"141000-14",2014-07-15,2.84511598398223,"Good"
"141000-14",2014-07-16,2.91653477129722,"Excellent"
"141000-14",2014-07-17,2.88858100935014,"Good"
"141000-14",2014-07-18,2.83078442444503,"Good"
"141000-14",2014-07-19,2.84319134758751,"Good"
"141000-14",2014-07-20,2.84491327847638,"Good"
"141000-14",2014-07-21,2.78607702898874,"Good"
"141000-14",2014-07-22,2.74531140270898,"Marginal"
"141000-14",2014-07-23,2.68037999349022,"Marginal"
"141000-14",2014-07-24,2.67268295357975,"Marginal"
"141000-14",2014-07-25,2.70038254489512,"Marginal"
"141000-14",2014-07-26,2.80454538137095,"Good"
"141000-14",2014-07-27,2.76136055220127,"Good"
"141000-14",2014-07-28,2.8493930595346,"Good"
"141000-14",2014-07-29,2.81472391227545,"Good"
"141000-14",2014-07-30,2.54332625950474,"Marginal"
"141000-14",2014-07-31,2.57953538987398,"Marginal"
"141000-14",2014-08-01,2.51838754620063,"Marginal"
"141000-14",2014-08-02,2.58083389373816,"Marginal"
"141000-14",2014-08-03,2.47670006667747,"Marginal"
"141000-14",2014-08-04,2.53972478933699,"Marginal"
"141000-14",2014-08-05,2.6544485894032,"Marginal"
"141000-14",2014-08-06,2.75304599917226,"Good"
"141000-14",2014-08-07,2.8116436586676,"Good"
"141000-14",2014-08-08,2.8503663719897,"Good"
"141000-14",2014-08-09,2.81157255342936,"Good"
"141000-14",2014-08-10,2.50985524376458,"Marginal"
"141000-14",2014-08-11,2.56802791570882,"Marginal"
"141000-14",2014-08-12,2.59879762788549,"Marginal"
"141000-14",2014-08-13,2.61915892320103,"Marginal"
"141000-14",2014-08-14,2.75563500439506,"Good"
"141000-14",2014-08-15,2.54046788930555,"Marginal"
"141000-14",2014-08-16,2.57218523502918,"Marginal"
"141000-14",2014-08-17,2.43808113447693,"Marginal"
"141000-14",2014-08-18,2.32440022005113,"Poor"
"141000-14",2014-08-19,2.49378641275885,"Marginal"
"141000-14",2014-08-20,2.47238221084015,"Marginal"
"141000-14",2014-08-21,2.48584895960342,"Marginal"
"141000-14",2014-08-22,2.53586757222829,"Marginal"
"141000-14",2014-08-23,2.57519241758595,"Marginal"
"141000-14",2014-08-24,2.73592292734535,"Marginal"
"141000-14",2014-08-25,2.69329328037905,"Marginal"
"141000-14",2014-08-26,2.8089626366923,"Good"
"141000-14",2014-08-27,2.69695599453896,"Marginal"
"141000-14",2014-08-28,2.90278396009003,"Excellent"
"141000-14",2014-08-29,2.75835428750512,"Good"
"141000-14",2014-08-30,2.86340392551505,"Good"
"141000-14",2014-08-31,2.66975231579493,"Marginal"
"141010-14",2014-07-15,2.56677508255399,"Marginal"
"141010-14",2014-07-16,2.39122053892947,"Poor"
"141010-14",2014-07-17,2.55851337044482,"Marginal"
"141010-14",2014-07-18,2.51951726248977,"Marginal"
"141010-14",2014-07-19,2.52824619477719,"Marginal"
"141010-14",2014-07-20,2.4745137473566,"Marginal"
