"IndivYr","Date","AvgDE","DEclass"
"140120-14",2014-08-05,2.44162758824546,"Marginal"
"140120-14",2014-08-06,2.4371850144004,"Marginal"
"140120-14",2014-08-07,2.54368127705959,"Marginal"
"140120-14",2014-08-08,2.59997741339276,"Marginal"
"140120-14",2014-08-09,2.48820799325407,"Marginal"
"140120-14",2014-08-10,2.41709216501616,"Marginal"
"140120-14",2014-08-11,2.52291761689341,"Marginal"
"140120-14",2014-08-12,2.68932416048082,"Marginal"
"140120-14",2014-08-13,2.61828102825043,"Marginal"
"140120-14",2014-08-14,2.55787612058614,"Marginal"
"140120-14",2014-08-15,2.50655580617827,"Marginal"
"140120-14",2014-08-16,2.80374273332961,"Good"
"140120-14",2014-08-17,2.77000171194368,"Good"
"140120-14",2014-08-18,2.85138770133222,"Good"
"140120-14",2014-08-19,2.82100156232157,"Good"
"140120-14",2014-08-20,2.80516926454477,"Good"
"140120-14",2014-08-21,2.55447348881524,"Marginal"
"140120-14",2014-08-22,2.3489952104511,"Poor"
"140120-14",2014-08-23,2.43781862140824,"Marginal"
"140120-14",2014-08-24,2.37230760469834,"Poor"
"140120-14",2014-08-25,2.38797985705327,"Poor"
"140120-14",2014-08-26,2.33004135166515,"Poor"
"140120-14",2014-08-27,2.43901811829082,"Marginal"
"140120-14",2014-08-28,2.39257383616475,"Poor"
"140120-14",2014-08-29,2.50871141311161,"Marginal"
"140120-14",2014-08-30,2.34994972406425,"Poor"
"140120-14",2014-08-31,2.40723996708421,"Marginal"
"140290-14",2014-07-15,2.88258169465664,"Good"
"140290-14",2014-07-16,2.86500392386698,"Good"
"140290-14",2014-07-17,2.93563205574235,"Excellent"
"140290-14",2014-07-18,2.93346167423161,"Excellent"
"140290-14",2014-07-19,2.83122191591686,"Good"
"140290-14",2014-07-20,2.84706362771433,"Good"
"140290-14",2014-07-21,2.81441603954494,"Good"
"140290-14",2014-07-22,2.86857752046522,"Good"
"140290-14",2014-07-23,2.84198172171689,"Good"
"140290-14",2014-07-24,2.53280285166927,"Marginal"
"140290-14",2014-07-25,2.48848739121155,"Marginal"
"140290-14",2014-07-26,2.48399414161262,"Marginal"
"140290-14",2014-07-27,2.47635939144849,"Marginal"
"140290-14",2014-07-28,2.59163414003994,"Marginal"
"140290-14",2014-07-29,2.45527875899501,"Marginal"
"140290-14",2014-07-30,2.52638977582721,"Marginal"
"140290-14",2014-07-31,2.81713719557887,"Good"
"140290-14",2014-08-01,2.91644458547184,"Excellent"
"140290-14",2014-08-02,2.92069363470072,"Excellent"
"140290-14",2014-08-03,2.95173800066951,"Excellent"
"140290-14",2014-08-04,2.90418538771445,"Excellent"
"140290-14",2014-08-05,2.89163965979392,"Good"
"140290-14",2014-08-06,2.83608311565716,"Good"
"140290-14",2014-08-07,2.86605739253503,"Good"
"140290-14",2014-08-08,2.91073262319471,"Excellent"
"140290-14",2014-08-09,2.78822662187295,"Good"
"140290-14",2014-08-10,2.87569235462208,"Good"
"140290-14",2014-08-11,2.95343407016649,"Excellent"
"140290-14",2014-08-12,2.95841743676108,"Excellent"
"140290-14",2014-08-13,2.96871266673783,"Excellent"
"140290-14",2014-08-14,2.94282489671816,"Excellent"
"140290-14",2014-08-15,2.93640424646204,"Excellent"
"140290-14",2014-08-16,2.91150262848445,"Excellent"
"140290-14",2014-08-17,2.97361826871287,"Excellent"
"140290-14",2014-08-18,2.90556930673982,"Excellent"
"140290-14",2014-08-19,2.94114425778604,"Excellent"
"140290-14",2014-08-20,2.90654705236102,"Excellent"
"140290-14",2014-08-21,2.82833061468727,"Good"
"140290-14",2014-08-22,2.84174066673516,"Good"
"140290-14",2014-08-23,2.81369131680271,"Good"
"140290-14",2014-08-24,2.75762957282995,"Good"
"140290-14",2014-08-25,2.56509874966849,"Marginal"
"140290-14",2014-08-26,2.61084891759995,"Marginal"
"140290-14",2014-08-27,2.54094609995884,"Marginal"
"140290-14",2014-08-28,2.46705822569183,"Marginal"
"140290-14",2014-08-29,2.45846008024378,"Marginal"
"140290-14",2014-08-30,2.49998739697223,"Marginal"
"140290-14",2014-08-31,2.35950987765889,"Poor"
"140300-14",2014-07-15,2.64801027216546,"Marginal"
"140300-14",2014-07-16,2.58596457712346,"Marginal"
"140300-14",2014-07-17,2.74188532887286,"Marginal"
"140300-14",2014-07-18,2.69627055942237,"Marginal"
"140300-14",2014-07-19,2.60849146832962,"Marginal"
"140300-14",2014-07-20,2.66629372297074,"Marginal"
"140300-14",2014-07-21,2.87600801977091,"Good"
"140300-14",2014-07-22,2.7703909834048,"Good"
"140300-14",2014-07-23,2.55689582306589,"Marginal"
"140300-14",2014-07-24,2.49921929946053,"Marginal"
"140300-14",2014-07-25,2.61799409093245,"Marginal"
"140300-14",2014-07-26,2.78319366188877,"Good"
"140300-14",2014-07-27,2.86226170444775,"Good"
"140300-14",2014-07-28,2.8172729427889,"Good"
"140300-14",2014-07-29,2.72440186401777,"Marginal"
"140300-14",2014-07-30,2.74381329701689,"Marginal"
"140300-14",2014-07-31,2.53177401824807,"Marginal"
"140300-14",2014-08-01,2.524236305794,"Marginal"
"140300-14",2014-08-02,2.51288368226111,"Marginal"
"140300-14",2014-08-03,2.49699841774016,"Marginal"
"140300-14",2014-08-04,2.56913635793024,"Marginal"
"140300-14",2014-08-05,2.45862483652108,"Marginal"
"140300-14",2014-08-06,2.61051640314713,"Marginal"
"140300-14",2014-08-07,2.52990324442322,"Marginal"
"140300-14",2014-08-08,2.60848533582992,"Marginal"
"140300-14",2014-08-09,2.56824742392118,"Marginal"
"140300-14",2014-08-10,2.58872734656218,"Marginal"
"140300-14",2014-08-11,2.56932486976984,"Marginal"
"140300-14",2014-08-12,2.59506274564535,"Marginal"
"140300-14",2014-08-13,2.5114124234758,"Marginal"
"140300-14",2014-08-14,2.66677990598059,"Marginal"
"140300-14",2014-08-15,2.5662254341248,"Marginal"
"140300-14",2014-08-16,2.55948204512124,"Marginal"
"140300-14",2014-08-17,2.59418667913886,"Marginal"
"140300-14",2014-08-18,2.6022955594969,"Marginal"
"140300-14",2014-08-19,2.57555201479247,"Marginal"
"140300-14",2014-08-20,2.50034515324751,"Marginal"
"140300-14",2014-08-21,2.48336695889681,"Marginal"
"140300-14",2014-08-22,2.51860894767329,"Marginal"
"140300-14",2014-08-23,2.60116900634893,"Marginal"
"140300-14",2014-08-24,2.57196321488626,"Marginal"
"140300-14",2014-08-25,2.61825288725588,"Marginal"
"140300-14",2014-08-26,2.622477369641,"Marginal"
"140300-14",2014-08-27,2.57077404416583,"Marginal"
"140300-14",2014-08-28,2.49168048327955,"Marginal"
"140300-14",2014-08-29,2.4237214312087,"Marginal"
"140300-14",2014-08-30,2.3689160611374,"Poor"
"140300-14",2014-08-31,2.18363196288997,"Poor"
"140320-14",2014-07-15,2.44164898623281,"Marginal"
"140320-14",2014-07-16,2.65462721011982,"Marginal"
"140320-14",2014-07-17,2.68028249539854,"Marginal"
"140320-14",2014-07-18,2.66324000433907,"Marginal"
"140320-14",2014-07-19,2.59594083846653,"Marginal"
"140320-14",2014-07-20,2.56079432517828,"Marginal"
"140320-14",2014-07-21,2.54958068337157,"Marginal"
"140320-14",2014-07-22,2.57427727702248,"Marginal"
"140320-14",2014-07-23,2.53267970751338,"Marginal"
"140320-14",2014-07-24,2.47087666904609,"Marginal"
"140320-14",2014-07-25,2.58783767032486,"Marginal"
"140320-14",2014-07-26,2.45676463197968,"Marginal"
"140320-14",2014-07-27,2.47562984787227,"Marginal"
"140320-14",2014-07-28,2.3688360834077,"Poor"
"140320-14",2014-07-29,2.40715275362135,"Marginal"
"140320-14",2014-07-30,2.49385690926742,"Marginal"
"140320-14",2014-07-31,2.47563409262411,"Marginal"
"140320-14",2014-08-01,2.46545212958182,"Marginal"
"140320-14",2014-08-02,2.44502112384955,"Marginal"
"140320-14",2014-08-03,2.56237485701926,"Marginal"
"140320-14",2014-08-04,2.41467666614276,"Marginal"
"140320-14",2014-08-05,2.2948651684901,"Poor"
"140320-14",2014-08-06,2.47553115284098,"Marginal"
"140320-14",2014-08-07,2.48030521597589,"Marginal"
"140320-14",2014-08-08,2.49435767528472,"Marginal"
"140320-14",2014-08-09,2.51552005103857,"Marginal"
"140320-14",2014-08-10,2.56103518207868,"Marginal"
"140320-14",2014-08-11,2.43714918639723,"Marginal"
"140320-14",2014-08-12,2.53315657439262,"Marginal"
"140320-14",2014-08-13,2.55248926514901,"Marginal"
"140320-14",2014-08-14,2.5383095080049,"Marginal"
"140320-14",2014-08-15,2.48922660318542,"Marginal"
"140320-14",2014-08-16,2.58790340682846,"Marginal"
"140320-14",2014-08-17,2.60712860602372,"Marginal"
"140320-14",2014-08-18,2.59338210889207,"Marginal"
"140320-14",2014-08-19,2.71008223485216,"Marginal"
"140320-14",2014-08-20,2.5845602930278,"Marginal"
"140320-14",2014-08-21,2.65815732242058,"Marginal"
"140320-14",2014-08-22,2.61367908339736,"Marginal"
"140320-14",2014-08-23,2.76333715270309,"Good"
"140320-14",2014-08-24,2.73634037116061,"Marginal"
"140320-14",2014-08-25,2.73663142756621,"Marginal"
"140320-14",2014-08-26,2.77122355278404,"Good"
"140320-14",2014-08-27,2.6012705060691,"Marginal"
"140320-14",2014-08-28,2.5965200926958,"Marginal"
"140320-14",2014-08-29,2.56412831424397,"Marginal"
"140320-14",2014-08-30,2.59987412084424,"Marginal"
"140320-14",2014-08-31,2.67662619133436,"Marginal"
"140340-14",2014-07-15,2.75936416851074,"Good"
"140340-14",2014-07-16,2.92333809594265,"Excellent"
"140340-14",2014-07-17,3.00302570956011,"Excellent"
"140340-14",2014-07-18,2.83790582935891,"Good"
"140340-14",2014-07-19,2.64171891270489,"Marginal"
"140340-14",2014-07-20,2.59461754708156,"Marginal"
"140340-14",2014-07-21,2.55602983462731,"Marginal"
"140340-14",2014-07-22,2.54725915389104,"Marginal"
"140340-14",2014-07-23,2.56059337452687,"Marginal"
"140340-14",2014-07-24,2.61960411717932,"Marginal"
"140340-14",2014-07-25,2.52555825467598,"Marginal"
"140340-14",2014-07-26,2.50326677757666,"Marginal"
"140340-14",2014-07-27,2.61348557593606,"Marginal"
"140340-14",2014-07-28,2.79543052656741,"Good"
"140340-14",2014-07-29,2.81314818642095,"Good"
"140340-14",2014-07-30,2.78424294545619,"Good"
"140340-14",2014-07-31,2.6717451521735,"Marginal"
"140340-14",2014-08-01,2.77149671540274,"Good"
"140340-14",2014-08-02,2.74132666633709,"Marginal"
"140340-14",2014-08-03,2.68046107216805,"Marginal"
"140340-14",2014-08-04,2.73380391575402,"Marginal"
"140340-14",2014-08-05,2.61024325435041,"Marginal"
"140340-14",2014-08-06,2.62353674212757,"Marginal"
"140340-14",2014-08-07,2.52869463939505,"Marginal"
"140340-14",2014-08-08,2.7718484911162,"Good"
"140340-14",2014-08-09,2.59323358398754,"Marginal"
"140340-14",2014-08-10,2.61481060424451,"Marginal"
"140340-14",2014-08-11,2.6845704234975,"Marginal"
"140340-14",2014-08-12,2.59486857308115,"Marginal"
"140340-14",2014-08-13,2.6005676701175,"Marginal"
"140340-14",2014-08-14,2.66758777180958,"Marginal"
"140340-14",2014-08-15,2.64703753282079,"Marginal"
"140340-14",2014-08-16,2.46941304015112,"Marginal"
"140340-14",2014-08-17,2.65782036591738,"Marginal"
"140340-14",2014-08-18,2.78896843063833,"Good"
"140340-14",2014-08-19,2.58371665861216,"Marginal"
"140340-14",2014-08-20,2.6184574821478,"Marginal"
"140340-14",2014-08-21,2.58993228543818,"Marginal"
"140340-14",2014-08-22,2.68292268172743,"Marginal"
"140340-14",2014-08-23,2.56800152355996,"Marginal"
"140340-14",2014-08-24,2.59633714036692,"Marginal"
"140340-14",2014-08-25,2.46472498558871,"Marginal"
"140340-14",2014-08-26,2.61693868138334,"Marginal"
"140340-14",2014-08-27,2.73398568465222,"Marginal"
"140340-14",2014-08-28,2.67073579826631,"Marginal"
"140340-14",2014-08-29,2.73236962844763,"Marginal"
"140340-14",2014-08-30,2.70128542308002,"Marginal"
"140340-14",2014-08-31,2.72753864712042,"Marginal"
"140360-14",2014-07-15,2.4006043473782,"Marginal"
"140360-14",2014-07-16,2.75036946524622,"Good"
"140360-14",2014-07-17,2.55232443561623,"Marginal"
"140360-14",2014-07-18,2.71260919246603,"Marginal"
"140360-14",2014-07-19,2.72600890903028,"Marginal"
"140360-14",2014-07-20,2.52403144934042,"Marginal"
"140360-14",2014-07-21,2.42744020839553,"Marginal"
"140360-14",2014-07-22,2.56078980510369,"Marginal"
"140360-14",2014-07-23,2.5766413049331,"Marginal"
"140360-14",2014-07-24,2.5189151674645,"Marginal"
"140360-14",2014-07-25,2.47392044106486,"Marginal"
"140360-14",2014-07-26,2.46847617673366,"Marginal"
"140360-14",2014-07-27,2.4999400847737,"Marginal"
"140360-14",2014-07-28,2.51302247463442,"Marginal"
"140360-14",2014-07-29,2.36801976262367,"Poor"
"140360-14",2014-07-30,2.58971703670968,"Marginal"
"140360-14",2014-07-31,2.49196070234665,"Marginal"
"140360-14",2014-08-01,2.64906062240793,"Marginal"
"140360-14",2014-08-02,2.55797212443202,"Marginal"
"140360-14",2014-08-03,2.39879170395087,"Poor"
"140360-14",2014-08-04,2.66599734737153,"Marginal"
"140360-14",2014-08-05,2.59066958688497,"Marginal"
"140360-14",2014-08-06,2.35082916111539,"Poor"
"140360-14",2014-08-07,2.34201650724367,"Poor"
"140360-14",2014-08-08,2.44053055207204,"Marginal"
"140360-14",2014-08-09,2.51159333814487,"Marginal"
"140360-14",2014-08-10,2.47155011406382,"Marginal"
